designation,description,productid,imageid,prdtypecode,image_name,designation_clean,fname,image_rel
Moakoada®Réutilisable Protecteur Autocollant Pour Supersonic Sèche-Cheveux,Autocollant réutilisable protecteur pour la fonction Dyson Supersonic Sèche-cheveux: Spécialement conçu pour Dyson Supersonic Sèche-cheveux (Dyson Supersonic Sèche-cheveux non inclus). . PVC matériaux de haute qualité conception professionnelle nouveau style élégant à l&#39;aise rendre votre sèche-cheveux plus belle. Fit parfaitement autour de toutes les commandes / boutons. Excellente protection contre les rayures ou de la poussière dans l&#39;utilisation quotidienne normale du dispositif. Convient pour les familles les coiffeurs hôtels salles de bains écoles etc. Facile à installer et à enlever ne fera pas de bulles ou d&#39;endommager votre appareil. Produnct comprennent: 1x protecteur autocollant,4008269839,1275740050,2060,image_1275740050_product_4008269839.jpg,moakoada®réutilisable protecteur autocollant supersonic sèche cheveux,image_1275740050_product_4008269839.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1275740050_product_4008269839.jpg
Top Realites Jeunesse N° 331 Du 21/03/1965,L'E.S.S.E.C - L'ILE COUSTEAU - AUTOMOBILE - TECHNIQUE - LES AUTOGRAPHES - PH. OGOUZ - MODE-MAISON - VOTRE AVENIR - VARIETES - HUMOUR.,50511156,463299930,2280,image_463299930_product_50511156.jpg,top realites jeunesse,image_463299930_product_50511156.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_463299930_product_50511156.jpg
Portail Skylanders Swap Force Ps3,,498214667,1016531472,50,image_1016531472_product_498214667.jpg,portail skylanders swap force,image_1016531472_product_498214667.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1016531472_product_498214667.jpg
Lot Collection Ensemble Jeux Video - Resident Evil - Playstation 1 &#43; 2 - Ps1 &#43; Ps2 - Platinum,,2997249641,1207302014,2462,image_1207302014_product_2997249641.jpg,jeux video resident evil playstation platinum,image_1207302014_product_2997249641.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1207302014_product_2997249641.jpg
dolphin - robot electrique de piscine fond et parois avec chariot e20 + caddy,dolphin dolphin - robot electrique de piscine fond et parois avec chariot e20 &#43; caddy  <br />Le Dolphin E20 est un robot de piscine doté d&#39;un rapport qualité/prix optimal.<br />Ce robot de piscine léger est idéal pour le nettoyage du fond et des parois des piscines de petites dimensions y compris les piscines hors- sol.<br />Débarrassez-vous des corvées de nettoyage du ramassage des feuilles et des saletés au fond de la piscine : le robot de piscine Dolphin E20 s&#39;en occupe pour vous.<br />Nettoyant et éliminant les algues et les impuretés le robot de piscine Dolphin E20 laisse une eau limpide et claire prête à l&#39;utilisation en toutes circonstances.<br />Fourni avec son caddy pour un transport et un rangement grandement facilité.,4201307816,1314017172,2583,image_1314017172_product_4201307816.jpg,dolphin robot electrique piscine fond parois chariot caddy,image_1314017172_product_4201307816.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1314017172_product_4201307816.jpg
Lot De 2 Figurines Dunny Series 2012 : Sayanora &amp; Mr. Wiggles,,2995655480,1181472355,1140,image_1181472355_product_2995655480.jpg,figurines dunny series sayanora amp wiggles,image_1181472355_product_2995655480.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1181472355_product_2995655480.jpg
2.4ghz 4ch Attitude Wifi Flux 4k Tenir À Double Optique Rc Quadcopter Drone Caméra Hgf90612005bk-Générique,2.4GHz 4CH Attitude Tenir 4K WIFI flux optique RC double caméra Quadcopter Drone Caractéristiques: Double: Peut mettre l&#39;appareil photo ci-dessous pas le même angle pas le même magnifique caméra réglable en HD: HD 4K CAMERA angle de vision réglable 180 ° film- pixels de haut niveau la reproduction parfaite des couleurs peut régler l&#39;angle de tir de haut en bas facile à prendre des photos haute résolution et des vidéos. nature réelle présentation HD: Apportez des photos haute définition et des vidéos avec des capteurs de haute sensibilité. Suivi de l&#39;image: L&#39;avion peut suivre les mouvements de haute précision indépendamment de toute activité le tournage de votre image en mouvement dans toutes les directions. Et Gestures Gestures: enregistrer facilement et prendre des photos avec des gestes simples suivi expérientiel: Calculer le déplacement par la méthode de flux optique pour atteindre OSITIONNEMENT précis du drone. constante de flux optique: La technologie de fixation hauteur percée qui maintient le drone compatible avec la hauteur au-dessous. Un bouton 360 ° enroulable unique décollage l&#39;atterrissage et le mode droneless ce qui rend plus facile et plus amusant de fonctionner drones Spécifications du produit: Numéro de produit: R8 Type: double caméra flux optique quadcopter Canaux: 4 canaux Gyroscope: 6 axes Taille: Développer 28x25cm / fold 11.5x9.5cm âge applicable: 14 &#43; 4K HD CAMERA Télécommande: 24 GHz Contrôle à distance: environ 100 mètres Capacité de la batterie: 3.7V batterie au lithium module 1300mAh Temps de charge: environ 90 minutes Temps de vol: environ 13 minutes pile de la télécommande: 3x pile AA (non inclus) Un bouton décollage / atterrissage  trois vitesses retournement de 360 ??degrés le mode sans tête le retour d&#39;un seul bouton arrêt d&#39;urgence le positionnement de flux optique,4197680042,1313463947,1300,image_1313463947_product_4197680042.jpg,ghz attitude wifi flux tenir double optique quadcopter drone caméra hgfbk,image_1313463947_product_4197680042.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1313463947_product_4197680042.jpg
Console Ps3 + 20 Jeux Vidéo + 2 Manette + Les Cables Alim / Tv +,,1538641983,1088404133,2462,image_1088404133_product_1538641983.jpg,console jeux vidéo manette cables alim,image_1088404133_product_1538641983.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1088404133_product_1538641983.jpg
Magicien Hero Quest Peint À La Main,,203741669,940356263,1180,image_940356263_product_203741669.jpg,magicien hero quest peint main,image_940356263_product_203741669.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_940356263_product_203741669.jpg
Simca Coach Aronde Grand Large - 1955-Autre,,644014285,1033181662,1300,image_1033181662_product_644014285.jpg,simca coach aronde large autre,image_1033181662_product_644014285.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1033181662_product_644014285.jpg
Protable Sport Bouteille D'eau Avec De La Paille Boissons Vaporiser Coupe D'escalade Randonnée Cyclisme Stream,Protable Sport Bouteille d&#39;eau avec de la paille boissons Vaporiser Coupe d&#39;escalade Randonnée à vélo Caractéristiques: Cette bouteille extérieure de sport a une capacité de 600ml / 400ml qui est assez grand pour satisfaire vos besoins. Il y a un bouton sur le dessus de bottlepress le bouton que vous pouvez faire un spray qui peut vous frais. Design de la poignée est commodément pour vous transporter si vous êtes en camping randonnée ou en voyage. Fait de haute qualité et de qualité alimentaire en plastique sans BPA qui est idéal pour boire en toute sécurité plus durable et facile à nettoyer. il conçoit pour Leak Proofwhich parfait pour le shopping et le camping randonnée d&#39;autres activités de plein air. Portable / Spray / Big Taille / fuite Proof Occasion: Escalade / Gym / Randonnée / Outdoor Sport / Cyclisme / conduite Type de produit: protable Bouteille / Boisson Bouteille d&#39;eau / Coupe des points de vente: Vaporisateur: Il y a un bouton sur le dessus de bottlepress le bouton que vous pouvez faire un peu spraywhich peut vous frais. Preuve de fuite Conception: jante Gyraulus de conceptions cupwhich pour éviter les fuites d&#39;eau. Diplômé bouteille: il y a des écailles sur la bouteille que vous pouvez vérifier votre capacité d&#39;eau plus facile. GRANDE TAILLE: Cette bouteille extérieure de sport a une capacité 400ml 600ml qui est assez grand pour satisfaire vos besoins. Spécification: Condition: 100% tout neuf Matériel: BPA plastique en option Couleur: Rose / Vert / Aquamarine Le paquet contient: 1x bouteille de pulvérisation (capacité en option) Cette bouteille Sport Outdoor a une capacité 400ml 600ml qui est assez grand pour satisfaire vos besoins. Spécification: Condition: 100% tout neuf Matériel: BPA plastique en option Couleur: Rose / Vert / Aquamarine Le paquet contient: 1x bouteille de pulvérisation (capacité en option) Cette bouteille Sport Outdoor a une capacité 400ml 600ml qui est assez grand pour satisfaire vos besoins. Spécification: Condition: 100% tout neuf Matériel: BPA plastique en option Couleur: Rose / Vert / Aquamarine Le paquet contient: 1x bouteille de pulvérisation (capacité en option),4235886691,1323996233,1302,image_1323996233_product_4235886691.jpg,protable sport bouteille eau paille boissons vaporiser coupe escalade randonnée cyclisme,image_1323996233_product_4235886691.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1323996233_product_4235886691.jpg
Sable Maze: Un Sinistre Savoir Edition Collector - Jeu En Téléchargement,<p>La sélection des éditeurs ! Ce jeu a été choisi pour sa très haute qualité et son grand nombre d&#39;avis positifs venant de notre club de béta testeurs.<br /> <br />La bibliothèque de Lars McCordan célèbre collectionneur disparu il y a des années n&#39;était qu&#39;un mythe jusqu&#39;à ce jour. Dissimulée dans la résidence McCordan elle regorge d&#39;autant de secrets que de pièges meurtriers. Votre mission : y pénétrer pour récupérer cinq livres légendaires capables de donner vie à leur histoire. Arpentez les chemins de ce labyrinthe et tentez d&#39;échapper à quatre univers de fiction pour remplir votre mission. <br /> <br />Découvrez ce que nos béta testeurs en disent :<br />« Exactement le genre de jeu que j&#39;aime visuellement magnifique beaucoup de scènes d&#39;objets cachés et de mini-jeux une option Match 3 et des pièces de puzzle à trouver dans chaque scène. Un cadre somptueux immersif et un scénario bien rythmé. J&#39;ai hâte de l&#39;acheter. &#39; - Amélie béta testeuse <br />« J&#39;ai vraiment aimé jouer à ce jeu. J&#39;ai acheté trois autres titres de la série Sable Maze et c&#39;est le meilleur à ce jour. J&#39;espère pouvoir jouer à la version complète très bientôt. &#39; - Caleb béta testeur <br /> <br />Découvrez également inclus dans cette Édition Collector de multiples extras :</p> <ul><li> Un niveau supplémentaire. </li><li>Des objets à collectionner. </li><li>Un guide de stratégie. Des fonds d&#39;écran et des ébauches. </li><li>La bande-son.</li></ul>,2841080062,1167585509,2905,image_1167585509_product_2841080062.jpg,sable maze sinistre savoir collector jeu téléchargement,image_1167585509_product_2841080062.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1167585509_product_2841080062.jpg
Nouveau-Né Bébé Tricot Amovible Et Lavable Portable Lit De Voyage Lit Nest Lit De Bébé,Nouveau-né bébé tricot portable amovible et lavable Lit de Voyage Lit Nest Lit enfant Spécifications: Sexe: Type unisexe: Bionic lit 100% tout neuf &amp; amp; Haute qualité. Motif: Cartoon Style: Occident: Couleur de mélange de coton: 14 couleurs Taille: extérieur Longueur: 90 cm / 354 &#39;&#39; &#39;&#39; Largeur extérieure: 55cm / 216 &#39;&#39; Hauteur: 15cm / 5.9 &#39;&#39; Convient aux enfants chez les enfants (0 -3 années vieux) Un cadeau idéal pour vos amis les familles les amateurs etc Le forfait comprend: 1pc Bionic lit Caractéristiques: Intimate et indépendante lit taille Design garanties de bébé sécurité sommeil et permet vous prendre soins de votre bébé facilement; à tout le temps. Simulation de bionique Design de utérus permet bébé profiter plus profondeur sommeil en réduisons fréquence de tenue et Lulling bébé.,3913252357,1263004093,1320,image_1263004093_product_3913252357.jpg,bébé tricot amovible lavable portable lit voyage lit nest lit bébé,image_1263004093_product_3913252357.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1263004093_product_3913252357.jpg
Acting Out Pj Party Game,pThe Pajama Party Game for Girls who DONT have Stage Fright Can you act like a supermodel in a photo shoot? Can you sound like the bratty kid you babysit? Easy right? Well try doing them at EXACTLY THE SAME TIME If your BFFs can stop laughing for long enough to guess what youre doing you win Thats Acting Outp,3249406225,1201833042,1281,image_1201833042_product_3249406225.jpg,acting party game,image_1201833042_product_3249406225.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1201833042_product_3249406225.jpg
2019 Film Chaud Star Wars Légendes Death Star 3d Led Veilleuse Rgb 7 Couleur Chambre Décor À La Maison Fans Enfant Ami Noël Nouvel An Cadeaux,Lampe 3D - 7 couleurs interchangeable au choix Avec Télécommande inclus. Figurine Lampe. Lampe de chevet -Lampe d&#39;ambiance Figurines - Lampe enfants - Lampe Noêl - Veilleuse,4205933233,1315457298,2060,image_1315457298_product_4205933233.jpg,film chaud star wars légendes death star led veilleuse rgb couleur chambre décor maison fans enfant ami noël nouvel cadeaux,image_1315457298_product_4205933233.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1315457298_product_4205933233.jpg
Kit de 6 arroseurs à impulsion sur piquet,<p>Cet arroseur à impulsion de haute qualité avec une hauteur de 32 cm peut arroser votre jardin complètement ou partialement. Il peut être fixé dans le sol et peut atteindre une distance de 20 m. Cet arroseur est fabriqué par le POM(polyoxyméthylène) c&#39;est un matériel en plastique robuste qui permet une longue durée de vie de l&#39;arroseur. 6 arroseurs sont inclus dans cette livraison. Il est donc possible de choisir la quantité d&#39;arroseur selon vous avez besoin pour votre pelouse. Les arroseurs son très efficaces.</p> <ul><li>Hauteur totale: 32 cm</li><li>Longueur du pied: 155 cm</li><li>Poids net: 115 g</li><li>Matériel: POM</li><li>Pression: 0 - 6 Bar</li><li>Distance de pulvérisation: 20 m</li><li>Débit: 53 L - 135 L/min</li></ul>,3935835457,1265944564,2585,image_1265944564_product_3935835457.jpg,arroseurs impulsion piquet,image_1265944564_product_3935835457.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1265944564_product_3935835457.jpg
Cadre De Lit Bois De Manguier Brut 140 X 200 Cm,,4232650719,1323078897,1560,image_1323078897_product_4232650719.jpg,cadre lit bois manguier brut,image_1323078897_product_4232650719.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1323078897_product_4232650719.jpg
Arbre À Chat En Sisal Montage Mural 194 Cm Beige Et Marron,<p>Avec cet arbre à chat de haute qualité à montage mural vos chats peuvent gratter se percher se cacher grimper et se détendre à leur guise. Cela conviendra à n&#39;importe quel décor. L&#39;arbre à chat donnera également à vos chats l&#39;occasion de s&#39;étirer et de faire de l&#39;exercice en particulier pendant les mois froids d&#39;hiver quand ils sont forcés de rester à l&#39;intérieur. Le griffoir moquetté et recouvert de peluche est enveloppé d&#39;une corde de sisal extrêmement confortable et pratique pour que votre ami félin aiguise ses griffes. Vos chats s&#39;amuseront à se poursuivre à travers tous les étages de cette structure amusante. Notre arbre à chat est conçu avec une petite maison douillette pour que votre chat puisse faire une sieste ou se reposer. Il est également doté de plates-formes d&#39;observation et d&#39;endroits de détente pour divertir votre petit ami félin. L&#39;arbre à chat peut être monté facilement au mur et sera stable et résistant lorsqu&#39;il est fixé au mur. Etant donné que cet arbre à chat doit être fixé au mur vous pouvez économiser beaucoup d&#39;espace dans votre maison.</p> <ul><li>Couleur : beige et marron</li><li>Matériau : cadre en panneau de particules &#43; peluche douce &#43; corde en sisal</li><li>Hauteur de l&#39;arbre à chat : 194 cm</li><li>Taille de la base : 60 x 30 cm (L x l)</li><li>Diamètre du poteau : 7 cm</li><li>Avec un lit une maison confortable des plates-formes d&#39;observation et des espaces de détente</li><li>Matériel: Polyester: 100%</li></ul>,3921346453,1263759190,2220,image_1263759190_product_3921346453.jpg,arbre chat sisal montage mural,image_1263759190_product_3921346453.jpg,C:\Users\colle\Dropbox\10 Learning\01 LES MINES DATASCIENTEST\Rakuten\rakuten-main\streamlit_app\demo_images\image_1263759190_product_3921346453.jpg
